,Unnamed: 0,Unnamed: 0.1,venue_id,name,lat,lng,address,distance,postalCode,cc,city,state,country,category,tipCount,likes,rating,price_tier,payments,phone,twitter,facebook,menu,formattedAddress,category_name
10,10,10,55311cbb498ebe46791f8adc,Tbilisis hörna,59.29816019420304,18.08807665969369,Olaus Magnus väg 14,567,121 37,SE,Johanneshov,Storstockholm,Sverige,Caucasian Restaurant,8.0,52.0,8.2,,Credit Cards: Yes (incl. Visa & MasterCard),468398551.0,,1478651882403566.0,,"Olaus Magnus väg 14, 121 37 Johanneshov, Sverige","Caucasian Restaurant, Eastern European Restaurant"
11,11,11,553b9698498e298c559f6ef4,Indio Kitchen,59.31475419502692,18.083197690512648,Kocksgatan 52,2354,116 29,SE,Stockholm,Storstockholm,Sverige,Peruvian Restaurant,45.0,175.0,9.2,2.0,Credit Cards: Yes,46842062020.0,,1566638610261655.0,http://indio.se/kitchen/,"Kocksgatan 52, 116 29 Stockholm, Sverige","Peruvian Restaurant, Sushi Restaurant"
12,12,12,5308ac99498ee1dcd566a65c,Shanti Gossip,59.312659,18.08151,Skånegatan 71,2124,,SE,Stockholm,Storstockholm,Sverige,Indian Restaurant,37.0,161.0,8.9,2.0,Credit Cards: Yes,4686406901.0,,,,"Skånegatan 71, Stockholm, Sverige",Indian Restaurant
13,13,13,559bc4ee498eaee483d7ee06,Älskade Traditioner,59.310997,18.081898,Södermannagatan 42,1939,116 40,SE,Stockholm,Storstockholm,Sverige,Café,34.0,121.0,8.8,1.0,Credit Cards: Yes,4686437878.0,,483978301755131.0,,"Södermannagatan 42, 116 40 Stockholm, Sverige",Café
14,14,14,5915da02e2ead117353f9cb5,Falloumi,59.308133,18.077745,Ringvägen 127,1651,116 61,SE,Stockholm,Storstockholm,Sverige,Falafel Restaurant,12.0,45.0,8.6,1.0,Credit Cards: Yes,4684629629.0,,,http://falloumi.se/MENY.jpg,"Ringvägen 127, 116 61 Stockholm, Sverige",Falafel Restaurant
15,15,15,4af451d9f964a52047f121e3,Urban Deli,59.31241,18.082578,Nytorget 4,2094,116 40,SE,Stockholm,Storstockholm,Sverige,Deli / Bodega,186.0,838.0,8.9,2.0,Credit Cards: Yes (incl. American Express),46859909180.0,urbandelisthlm,108695662532778.0,,"Nytorget 4 (Skånegatan), 116 40 Stockholm, Sverige","Deli / Bodega, Restaurant"
16,16,16,5117844ee4b0d424717545de,Pom & Flora,59.313866755410345,18.086725505140397,Bondegatan 64,2263,116 33,SE,Stockholm,Storstockholm,Sverige,Café,52.0,201.0,9.0,2.0,Credit Cards: Yes (incl. MasterCard),46841010049.0,,136143356544507.0,,"Bondegatan 64 (Borgmästargatan), 116 33 Stockholm, Sverige","Café, Breakfast Spot, Coffee Shop"
17,17,17,4adcdaecf964a520175a21e3,Soldaten Švejk,59.31441959002985,18.07637695608228,Östgötagatan 35,2353,116 25,SE,Stockholm,Storstockholm,Sverige,Czech Restaurant,53.0,186.0,9.0,,Credit Cards: Yes (incl. American Express),4686413366.0,,,,"Östgötagatan 35 (Folkungagatan), 116 25 Stockholm, Sverige","Czech Restaurant, Pub"
18,18,18,4c5ac0e4d3aee21e81656b55,Kajsas i Parken,59.31126107903301,18.09104354995247,Stora Mejtens gränd,2011,,SE,Stockholm,Storstockholm,Sverige,Café,6.0,23.0,8.7,1.0,Credit Cards: Yes (incl. Visa & MasterCard),46735109460.0,cafekajsa,,,"Stora Mejtens gränd, Stockholm, Sverige",Café
19,19,19,4b5b30d2f964a520f6e928e3,Tezukuri Sushi,59.30548,18.091605,Hammarby Kaj 38,1398,120 63,SE,Stockholm,Storstockholm,Sverige,Sushi Restaurant,38.0,106.0,8.4,2.0,Credit Cards: Yes (incl. Visa & MasterCard),46850099191.0,,677124669013739.0,,"Hammarby Kaj 38, 120 63 Stockholm, Sverige","Sushi Restaurant, Japanese Restaurant, Asian Restaurant"
20,20,20,53942b6f498e10da32d8de7c,Greasy Spoon,59.31592824383912,18.0818341417978,Tjärhovsgatan 19,2487,,SE,Stockholm,Storstockholm,Sverige,Breakfast Spot,160.0,455.0,9.0,2.0,Credit Cards: Yes (incl. Visa & MasterCard),46722642097.0,greasyspoonsofo,1468053050091103.0,http://www.greasyspoon.se/menu.pdf,"Tjärhovsgatan 19, Stockholm, Sverige",Breakfast Spot
21,21,21,57e2a241498e9cc83f15621f,Café Nizza,59.31459461408998,18.086637339323946,Åsögatan 171,2343,116 32,SE,Stockholm,Storstockholm,Sverige,French Restaurant,9.0,42.0,8.8,3.0,Credit Cards: Yes,4686409950.0,,,,"Åsögatan 171 (Borgmästargatan), 116 32 Stockholm, Sverige",French Restaurant
22,22,22,5547bdd4498e23bf399b7a8c,Bistro Bananas,59.31186224640603,18.075537676849503,Skånegatan 47,2083,,SE,Stockholm,Storstockholm,Sverige,Bistro,21.0,129.0,8.6,,Credit Cards: Yes,,,1585472625003640.0,,"Skånegatan 47, Stockholm, Sverige","Bistro, Bar, Pizza Place"
23,23,23,53fb0345498e7dfcd314052e,Woodstockholm,59.317753,18.075071,Mosebacke Torg 9,2732,116 20,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,20.0,86.0,9.1,2.0,Credit Cards: Yes,468369399.0,woodstockholm,169834456385326.0,,"Mosebacke Torg 9 (Fiskaregatan), 116 20 Stockholm, Sverige",Scandinavian Restaurant
24,24,24,58370a391174201f06cf4a35,Robin Delselius Bageri,59.31518523614714,18.083943252060546,Renstiernas gata 17,2402,116 31,SE,Stockholm,Storstockholm,Sverige,Bakery,8.0,36.0,8.8,1.0,,46840801615.0,,,,"Renstiernas gata 17, 116 31 Stockholm, Sverige",Bakery
25,25,25,50701f03e4b092df41e0f695,Bageri Petrus,59.3170773658823,18.063480318859114,Swedenborgsgatan 4B,2852,,SE,Stockholm,Storstockholm,Sverige,Bakery,44.0,157.0,9.1,1.0,Credit Cards: Yes,46864152111.0,,,,"Swedenborgsgatan 4B, Stockholm, Sverige","Bakery, Café, Coffee Shop"
26,26,26,560492ad498e043e72b93928,Racamaca,59.31681700000001,18.064059,Wollmar Yxkullsgatan 5,2812,,SE,Stockholm,Storstockholm,Sverige,Tapas Restaurant,18.0,37.0,9.1,3.0,Credit Cards: Yes,,,858395510854586.0,http://www.racamaca.se/ny-sida-matmeny/,"Wollmar Yxkullsgatan 5, Stockholm, Sverige","Tapas Restaurant, Bar"
27,27,27,551d2038498ea94001550d30,Amida Kolgrill,59.31485730686568,18.078227339717678,Folkungagatan 76,2385,116 22,SE,Stockholm,Storstockholm,Sverige,Kebab Restaurant,35.0,147.0,8.7,2.0,Credit Cards: Yes (incl. Visa & MasterCard),4684420360.0,amidakolgrill,128091757255126.0,http://www.amida.se/#menu-item-206,"Folkungagatan 76, 116 22 Stockholm, Sverige",Kebab Restaurant
28,28,28,4adcdaf0f964a5206c5b21e3,Chutney,59.31191730674152,18.076073829289815,Katarina Bangata 19,2083,116 39,SE,Stockholm,Storstockholm,Sverige,Vegetarian / Vegan Restaurant,56.0,201.0,8.5,2.0,Credit Cards: Yes,4686403010.0,,,,"Katarina Bangata 19, 116 39 Stockholm, Sverige",Vegetarian / Vegan Restaurant
29,29,29,4adcdaf1f964a5208a5b21e3,Crêperie Fyra Knop,59.31728063980053,18.072531688357266,Svartensgatan 4,2710,116 20,SE,Stockholm,Storstockholm,Sverige,Creperie,26.0,120.0,8.9,2.0,Credit Cards: Yes,4686407727.0,,,,"Svartensgatan 4 (Götgatan), 116 20 Stockholm, Sverige","Creperie, French Restaurant"
30,30,30,4e109b211f6e671dd9e00e72,Fotografiskas café,59.31783318622368,18.085083279183646,Stadsgårdshamnen 22,2698,116 45,SE,Stockholm,Storstockholm,Sverige,Café,72.0,305.0,8.9,1.0,Credit Cards: Yes,46850900560.0,fotografiska,,,"Stadsgårdshamnen 22, 116 45 Stockholm, Sverige",Café
31,31,31,5be5a6c0d807ee002c3f66be,Sébastien på söder,59.314652,18.070768,Stadsgårdshamnen 22,2454,118 26,SE,Stockholm,Storstockholm,Sverige,Bakery,5.0,10.0,8.7,1.0,,,,,,"118 26 Stockholm, Sverige",Bakery
32,32,32,4adcdaeaf964a520a75921e3,Hermans,59.317477,18.083889000000006,Fjällgatan 23,2658,116 28,SE,Stockholm,Storstockholm,Sverige,Vegetarian / Vegan Restaurant,197.0,470.0,8.8,2.0,Credit Cards: Yes,4686439480.0,,,,"Fjällgatan 23, 116 28 Stockholm, Sverige","Vegetarian / Vegan Restaurant, Café"
33,33,33,5374dec3498e377ff22040f3,Kalf & Hansen,59.318648,18.061896,Mariatorget 2,3048,118 49,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,87.0,324.0,9.0,2.0,Credit Cards: Yes,46855153151.0,,1457559481135997.0,http://kalfochhansen.se/meny/,"Mariatorget 2, 118 49 Stockholm, Sverige",Scandinavian Restaurant
34,34,34,555b689d498e8bc24d8b6c62,Lily’s Burger,59.31215735445568,18.081415728427718,Södermannagatan 27,2069,116 40,SE,Stockholm,Storstockholm,Sverige,Burger Joint,38.0,149.0,8.4,3.0,Credit Cards: Yes,4686614045.0,,,,"Södermannagatan 27, 116 40 Stockholm, Sverige",Burger Joint
35,35,35,52455fa4498eee990f1af1ba,Falafelbaren,59.318515421977736,18.05940281047351,Hornsgatan 39,3095,,SE,Stockholm,Storstockholm,Sverige,Falafel Restaurant,60.0,224.0,9.0,2.0,Credit Cards: Yes (incl. Visa),46729072637.0,,,,"Hornsgatan 39, Stockholm, Sverige","Falafel Restaurant, Vegetarian / Vegan Restaurant"
36,36,36,4af290f1f964a520efe721e3,Drop Coffee,59.31691037096143,18.06300390731442,Wollmar Yxkullsgatan 10,2846,118 50,SE,Stockholm,Storstockholm,Sverige,Café,207.0,730.0,8.8,2.0,Credit Cards: Yes (incl. Visa & MasterCard),46841023363.0,dropcoffee,114329498589704.0,,"Wollmar Yxkullsgatan 10 (Swedenborgsgatan), 118 50 Stockholm, Sverige","Café, Coffee Shop"
37,37,37,4aff1175f964a520c43322e3,Shanti Softcorner,59.31358237655589,18.067843407482844,Södermalmsallén 34,2397,118 28,SE,Stockholm,Storstockholm,Sverige,Indian Restaurant,26.0,106.0,8.5,2.0,Credit Cards: Yes,4686439700.0,,,,"Södermalmsallén 34, 118 28 Stockholm, Sverige",Indian Restaurant
38,38,38,4adcdaf0f964a5204b5b21e3,Shanti,59.31061501805452,18.083717942668493,Katarina Bangata 58,1894,116 39,SE,Stockholm,Storstockholm,Sverige,Indian Restaurant,40.0,124.0,8.3,2.0,Credit Cards: Yes,4686426722.0,,,,"Katarina Bangata 58, 116 39 Stockholm, Sverige",Indian Restaurant
39,39,39,57542828498e2f5384535897,A BOWL,59.319749494193246,18.06273414699984,Blecktornsgränd 8,3143,118 24,SE,Stockholm,Storstockholm,Sverige,Poke Place,8.0,44.0,9.0,,Credit Cards: Yes,46704520638.0,,,http://www.abowlpokepoke.com/meny/,"Blecktornsgränd 8, 118 24 Stockholm, Sverige",Poke Place
40,40,40,551e3cb8498e9ac948bf1ff5,Punk Royale,59.31559250347097,18.087656682596528,Folkungagatan 128,2459,116 30,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,15.0,51.0,8.5,2.0,Credit Cards: Yes (incl. American Express & MasterCard),46812146414.0,,,,"Folkungagatan 128, 116 30 Stockholm, Sverige",Scandinavian Restaurant
41,41,41,4cb5e1198db0a143e4bf6516,Babajan,59.308492,18.089663,Katarina Bangata 75,1693,116 42,SE,Stockholm,Storstockholm,Sverige,Restaurant,36.0,98.0,8.2,2.0,Credit Cards: Yes,4686403031.0,,,,"Katarina Bangata 75 (Ljusterögatan), 116 42 Stockholm, Sverige","Restaurant, Beer Bar"
42,42,42,4b44a384f964a5205cf825e3,Gojo Fasika,59.310182,18.086059,Ringvägen 161,1851,116 31,SE,Stockholm,Storstockholm,Sverige,Ethiopian Restaurant,20.0,69.0,8.3,2.0,Credit Cards: Yes,4686410496.0,,,,"Ringvägen 161 (Renstiernas Gata), 116 31 Stockholm, Sverige",Ethiopian Restaurant
43,43,43,5abd13ea872f7d63029d9cef,Pat’s Place,59.315553,18.089646,Folkungagatan 140,2467,116 30,SE,Stockholm,Storstockholm,Sverige,Thai Restaurant,9.0,18.0,8.5,2.0,,4686442272.0,,,,"Folkungagatan 140, 116 30 Stockholm, Sverige","Thai Restaurant, Tapas Restaurant"
44,44,44,516efc7683021c2971992c8b,Oaxen Krog & Slip,59.32233445012702,18.101524817545677,Beckholmsvägen 26,3356,115 21,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,118.0,361.0,9.1,3.0,Credit Cards: Yes (incl. American Express & MasterCard),46855153105.0,oaxen,463279060398759.0,,"Beckholmsvägen 26 (Djurgården), 115 21 Stockholm, Sverige","Scandinavian Restaurant, Bistro"
45,45,45,5076a569e4b0c31497f38dfe,La Neta,59.31618479930215,18.075603995279806,Östgötagatan 12B,2554,116 25,SE,Stockholm,Storstockholm,Sverige,Taco Place,82.0,345.0,8.5,1.0,Credit Cards: Yes (incl. American Express),4686404020.0,,,,"Östgötagatan 12B (Kapellgränd), 116 25 Stockholm, Sverige","Taco Place, Mexican Restaurant"
46,46,46,56584880498ef1a0cfcd20d7,Organico,59.317915,18.060367000000006,Timmermansgatan 9,3011,118 55,SE,Stockholm,Storstockholm,Sverige,Vegetarian / Vegan Restaurant,10.0,35.0,8.7,2.0,Credit Cards: Yes,,,,,"Timmermansgatan 9, 118 55 Stockholm, Sverige","Vegetarian / Vegan Restaurant, Sandwich Place, Health Food Store"
47,47,47,4d7f40c74219a1cd359b70d3,Mae Thai,59.30951147973592,18.075822018097238,Götgatan 85,1825,,SE,Stockholm,Storstockholm,Sverige,Thai Restaurant,22.0,57.0,8.2,2.0,Credit Cards: Yes (incl. Visa & MasterCard),4686433128.0,,,,"Götgatan 85, Stockholm, Sverige","Thai Restaurant, Food Stand"
48,48,48,55604b50498e8dcd9a93acfb,Kaferang,59.31283788599695,18.083692081564077,Skånegatan 81,2141,116 35,SE,Stockholm,Storstockholm,Sverige,Café,34.0,101.0,8.3,1.0,Credit Cards: Yes,468844929.0,,,,"Skånegatan 81 (Nytorget), 116 35 Stockholm, Sverige",Café
49,49,49,4ec807722c5b532d07549a78,Barbro,59.314385,18.033198,Hornstull Strand 13,3681,117 39,SE,Stockholm,Storstockholm,Sverige,Asian Restaurant,47.0,197.0,9.3,2.0,Credit Cards: Yes,46855060266.0,,170491129701875.0,http://bar-bro.se/wp-content/uploads/2019/04/Meny-Va%CC%8Ar-2019.pdf,"Hornstull Strand 13, 117 39 Stockholm, Sverige","Asian Restaurant, Bistro"
50,50,50,4d31e4b8c75a6ea87ec108ae,Cafe Mariaberget,59.320225,18.062357,Blecktornsgränd 4,3200,,SE,Stockholm,Storstockholm,Sverige,Café,16.0,39.0,8.8,1.0,Credit Cards: Yes,4686688502.0,,,,"Blecktornsgränd 4, Stockholm, Sverige",Café
51,51,51,58c3f7529ab6636a0996e71c,Shaka Shaka Pokébar,59.315953241257674,18.03316504883879,Bergsunds Strand 51,3795,117 38,SE,Stockholm,Storstockholm,Sverige,Poke Place,18.0,64.0,9.3,,Credit Cards: Yes,4687105638.0,,1510915572293889.0,,"Bergsunds Strand 51, 117 38 Stockholm, Sverige",Poke Place
52,52,52,530725e711d2fb9f13a039d6,Meatballs For The People,59.314556,18.081467,Nytorgsgatan 30,2335,116 40,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,148.0,501.0,8.3,2.0,Credit Cards: Yes (incl. American Express & MasterCard),4684666099.0,bockholmengrupp,401838299918429.0,http://meatball.se/eng/menu_1/,"Nytorgsgatan 30 (Kocksgatan), 116 40 Stockholm, Sverige","Scandinavian Restaurant, Deli / Bodega"
53,53,53,4adcdaecf964a520305a21e3,Blå Lotus,59.31189654007528,18.076788098655268,Katarina Bangata 21,2073,116 39,SE,Stockholm,Storstockholm,Sverige,Café,34.0,99.0,8.2,1.0,Credit Cards: Yes,4686445043.0,,137841566272427.0,,"Katarina Bangata 21, 116 39 Stockholm, Sverige",Café
54,54,54,573c91a4498e4b5f105e5ba1,Skeppsbro Bageri,59.3248,18.076228,Skeppsbron 15,3498,111 30,SE,Stockholm,Storstockholm,Sverige,Bakery,8.0,30.0,8.9,1.0,,,,538015576283577.0,https://www.skeppsbrobageri.com/produkter/,"Skeppsbron 15 (Tullhus 1), 111 30 Stockholm, Sverige","Bakery, Café"
55,55,55,59a180a4916bc16d67842f06,Bistro Boheme,59.31286899999999,18.083787,Skånegatan 81,2145,116 35,SE,Stockholm,Storstockholm,Sverige,Tapas Restaurant,1.0,10.0,8.2,3.0,Credit Cards: Yes (incl. Visa & MasterCard),,,,,"Skånegatan 81, 116 35 Stockholm, Sverige","Tapas Restaurant, Bar"
56,56,56,4b1cee77f964a5208c0a24e3,Folkbaren,59.318368227200686,18.058197466228453,Hornsgatan 72,3112,118 21,SE,Stockholm,Storstockholm,Sverige,Restaurant,22.0,132.0,8.6,2.0,Credit Cards: Yes,4686585180.0,,388554154632193.0,http://folkbaren.se/menyer/pa-kvallen/,"Hornsgatan 72, 118 21 Stockholm, Sverige","Restaurant, Wine Bar"
57,57,57,573052d0cd10a8203d77bdbb,Brisket & Friends,59.29952526387653,18.021696563101408,Upplagsvägen 18,3579,117 43,SE,Stockholm,Storstockholm,Sverige,BBQ Joint,12.0,33.0,8.9,2.0,Credit Cards: Yes,46708349540.0,,474253006107563.0,http://www.brisketandfriends.se/restaurangen-34833142,"Upplagsvägen 18, 117 43 Stockholm, Sverige",BBQ Joint
58,58,58,4b044c24f964a520085322e3,Palmyra Kebab,59.297135848957346,18.050374202555584,Årstavägen 57,1929,120 54,SE,Stockholm,Storstockholm,Sverige,Kebab Restaurant,54.0,121.0,8.1,,Credit Cards: Yes,468918012.0,,,,"Årstavägen 57 (Skedviksvägen), 120 54 Årsta, Sverige","Kebab Restaurant, Fast Food Restaurant"
59,59,59,4b068b68f964a520f6ec22e3,Louie Louie,59.31290600000001,18.078859,Bondegatan 13,2165,116 23,SE,Stockholm,Storstockholm,Sverige,Café,41.0,175.0,8.2,2.0,Credit Cards: Yes,4686400271.0,,,,"Bondegatan 13, 116 23 Stockholm, Sverige","Café, Sandwich Place, Bar"
60,60,60,53a92582498eacb3853e0379,Fabrique Stenugnsbageri,59.32362471559476,18.068699964361887,Lilla Nygatan 12,3447,111 28,SE,Stockholm,Storstockholm,Sverige,Bakery,31.0,127.0,8.7,1.0,Credit Cards: Yes,468208144.0,,,,"Lilla Nygatan 12 (Schönfeldts Gränd), 111 28 Stockholm, Sverige",Bakery
61,61,61,4adcdaecf964a520445a21e3,Fjällgatans Kaffestuga,59.31735635651086,18.087287324805448,Fjällgatan 37,2652,116 28,SE,Stockholm,Storstockholm,Sverige,Café,10.0,31.0,8.3,1.0,,4686431440.0,,194464717338964.0,,"Fjällgatan 37, 116 28 Stockholm, Sverige",Café
62,62,62,5b7529f59d74680039bb56e4,S:t Paul Bageri,59.317815708985776,18.064283398879358,Sankt Paulsgatan 24,2910,118 48,SE,Stockholm,Storstockholm,Sverige,Bakery,3.0,19.0,8.4,1.0,,,,,,"Sankt Paulsgatan 24, 118 48 Stockholm, Sverige","Bakery, Café"
63,63,63,5be2cfd86dcf04002cd31f5a,Lao Lao,59.317673,18.054137,Hornsgatan 63,3159,118 49,SE,Stockholm,Storstockholm,Sverige,Chinese Restaurant,8.0,24.0,8.5,1.0,Credit Cards: Yes (incl. Visa & MasterCard),46704888244.0,,970019683208732.0,,"Hornsgatan 63, 118 49 Stockholm, Sverige",Chinese Restaurant
64,64,64,558aeeda498e042ac4c969d3,Barobao,59.318515526387465,18.059617771218765,Hornsgatan 66,3090,,SE,Stockholm,Storstockholm,Sverige,Chinese Restaurant,45.0,159.0,8.4,2.0,Credit Cards: Yes (incl. American Express & MasterCard),4686437776.0,,,http://barobao.se/menu-barobao.pdf,"Hornsgatan 66, Stockholm, Sverige",Chinese Restaurant
65,65,65,4bdb121363c5c9b6ff2e2668,Mathias Dahlgrens Matbaren,59.32921854496252,18.07594781510512,Södra Blasieholmshamnen 6,3988,111 48,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,57.0,155.0,8.9,3.0,Credit Cards: Yes,4686793584.0,,,,"Södra Blasieholmshamnen 6 (Grand Hôtel), 111 48 Stockholm, Sverige",Scandinavian Restaurant
66,66,66,5a1963a993bd632e5ac3434e,Omayma,59.31258967350882,18.082097842660254,Skånegatan 92,2115,116 37,SE,Stockholm,Storstockholm,Sverige,Café,6.0,20.0,8.0,1.0,Credit Cards: Yes (incl. Visa & MasterCard),,,,,"Skånegatan 92, 116 37 Stockholm, Sverige",Café
67,67,67,4adcdaf1f964a520775b21e3,Ulla Winbladh,59.328201675580814,18.099791898726302,Rosendalsvägen 8,3960,115 21,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,36.0,124.0,8.8,2.0,Credit Cards: Yes,46853489701.0,,148588578538876.0,,"Rosendalsvägen 8, 115 21 Stockholm, Sverige",Scandinavian Restaurant
68,68,68,5a8be5bd1953f33b9ab57b86,Scandwich,59.30254669526945,18.00883412361145,Vattenledningsvägen 44,4364,126 33,SE,Stockholm,Storstockholm,Sverige,Sandwich Place,5.0,19.0,9.1,1.0,Credit Cards: Yes,46735313393.0,,556157128066842.0,,"Vattenledningsvägen 44, 126 33 Hägersten, Sverige",Sandwich Place
69,69,69,4c14d85da9c220a1711d589d,Brygghusets café,59.3102271016745,18.128654543313004,Vattenledningsvägen 44,3159,,SE,Nacka,Storstockholm,Sverige,Café,2.0,15.0,8.4,1.0,,,,,,"Nacka, Sverige",Café
70,70,70,595e5ecd8194fc3200cf6d6b,Centan,59.277157,18.132544,Lagaplan 5,3330,128 45,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,2.0,13.0,8.4,2.0,Credit Cards: Yes (incl. Visa & MasterCard),,,,,"Lagaplan 5, 128 45 Stockholm, Sverige","Scandinavian Restaurant, Modern European Restaurant"
71,71,71,4f3a423de4b0a81c49c1f099,Speceriet,59.33382044541664,18.080869181242267,Artillerigatan 14,4479,114 51,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,54.0,192.0,9.3,2.0,Credit Cards: Yes,4686623060.0,,,,"Artillerigatan 14, 114 51 Stockholm, Sverige",Scandinavian Restaurant
72,72,72,4da1de069aa4721e8f98031a,Fang Yuan Shi Wu,59.310338,18.082133,Södermannagatan 37,1865,116 40,SE,Stockholm,Storstockholm,Sverige,Dumpling Restaurant,47.0,116.0,7.9,1.0,Credit Cards: Yes,46730732525.0,,292968160725935.0,,"Södermannagatan 37 (Gotlandsgatan), 116 40 Stockholm, Sverige","Dumpling Restaurant, Chinese Restaurant"
73,73,73,4adcdaebf964a520c65921e3,Blå Dörren,59.32044000000001,18.070461,"Södermalmstorg 6, Slussen, Stockholm",3079,116 45,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,57.0,159.0,8.3,2.0,Credit Cards: Yes (incl. American Express),4687430743.0,,,,"Södermalmstorg 6, Slussen, Stockholm, 116 45 Stockholm, Sverige","Scandinavian Restaurant, Gastropub"
74,74,74,55251d29498e5319aefd5c71,Konditorn & Bagarn,59.256211356556655,18.0812151760745,Pepparvägen 11,4164,,SE,Hökarängen,Farsta,Sverige,Bakery,7.0,23.0,8.8,1.0,Credit Cards: Yes,46842060060.0,,1645822375645683.0,,"Pepparvägen 11, Hökarängen, Sverige",Bakery
75,75,75,4bb7282bef159c7406db76f7,Mälarpaviljongen,59.32728692193347,18.034185906691423,Norr Mälarstrand 64,4684,112 35,SE,Stockholm,Storstockholm,Sverige,Restaurant,87.0,421.0,9.3,2.0,Credit Cards: Yes (incl. Visa & MasterCard),4686508701.0,,140472412690545.0,,"Norr Mälarstrand 64 (Polhemsgatan), 112 35 Stockholm, Sverige",Restaurant
